Sentence,Label
"저는 체계적인 시간 관리로 아르바이트와 학업을 병행하여, 4년 전액 이공계 우수장학금을 받았고... 이러한 노력의 결과로 좋은 성적을 유지할 수 있었습니다.",성공경험
"본문에서 명확한 '성공 경험'에 해당하는 구체적 사례는 언급되지 않았습니다. 대신, 가치관 형성과 직무 성장 비전에 대한 설명이 주를 이루고 있어, 이것들이 본인의 지속적인 노력과 성장을 통해 성공적인 결과를 이루려는 의지를 나타내는 부분으로 볼 수 있습니다.",성공경험
"코트라 인턴 당시 자발적으로 일주일 간 야근하여 사업의 정상 마감에 기여한 경험이 있습니다.",성공경험
"코트라 인턴 당시 화상상담회 사업을 보조하며 고객의 주된 불만사항을 해결해 사업 만족도를 30% 향상시킨 경험이 있습니다.",성공경험
"보고서를 보며 과거 어떤 문제가 있었는지 꼼꼼히 분석했고, 일정 미준수로 인한 문제가 다수 발생한 것을 확인했습니다. 이를 바탕으로 저는 160건에 달하는 상담 일정을 재차 꼼꼼히 점검하며 실제로 일정의 충돌을 10건 사전에 발견하여 예방했고, 고객의 주된 불만을 해결함으로써 사업 참여 만족도를 30% 향상시켰습니다.",성공경험
"저는 동아리에서 부회장 역을 자처하며 신입동아리원 모집 계획을 짜고, 다음해에 있을 공연에 올릴 곡을 선정했습니다.",성공경험
"그 다음해에 20명 정도의 신입부원을 받을 수 있었고, 연말에는 성공적으로 공연을 하며 마무리했습니다.",성공경험
"지금은 40명의 신입부원이 들어오는 학교 중앙동아리만큼의 크기로 성장했습니다.",성공경험
"인턴 활동 중 온라인 사업 참여기업 모집 업무를 맡았습니다.",성공경험
"이때, 저만의 분석과 접근방식으로 이해하기 쉬운 참가 안내서를 만들어, 코로나 여파에도 기존 사업 대비 33% 많은 업체를 모집할 수 있었습니다.",성공경험
"보드게임 동아리 회장을 하며 수집한 게임들을 활용해 동아리 수익모델을 만들었던 경험이 있습니다.",성공경험
"시장성 조사를 위해 교내 온라인 커뮤니티에서 진행한 235명의 설문 결과를 바탕으로 SNS 온라인 대여사업을 기획했습니다.",성공경험
"이용료를 게임별로 구분하고 기간을 1박 2일로 늘려 이용률이 동기간 대비 30%까지 오를 수 있었습니다.",성공경험
"보드게임 동아리 회장으로 활동하면서 축제행사 부스를 성공적으로 운영해본 경험이 있습니다.",성공경험
"카페는 문전성시를 이루었고, 고객들의 만족도도 높았습니다.",성공경험
"저는 평소 지인들의 요청으로 학업적인 문제와 사적인 문제 등의 해결을 도와주며 신뢰를 얻게 되었습니다.",성공경험
"전자공학 실습수업 조교를 맡으며 안전한 환경 조성에 앞장선 경험이 있습니다.",성공경험
"편성된 예산으로 안전 보호구를 구비해서 학생들에게 수업 시간마다 착용을 강조했을 뿐만 아니라 안전사고와 관련된 영상을 보여주며 학생들이 안전사고에 관한 경각심을 갖도록 했습니다.",성공경험
"UPS 실의 배터리 양 단자 전압을 확인하는 과정에서 이상전압을 발견해 전기부에 협조를 구했습니다.",성공경험
"추운 날씨에 온습도 조절기의 관이 동파돼 높아진 습도가 원인이었다는 사실을 발견했고, 관을 교체해 자칫 큰 사고로 번질 뻔한 문제를 미리 방지할 수 있었습니다.",성공경험
"해당 연구를 진행하며 어려움을 극복하는 끈기와 자신감을 갖게 됐습니다.",성공경험
"그 결과, 2학년 1학기 때 총 평점 4.47의 우수한 학점과 성적 우수 장학금을 받을 수 있었습니다.",성공경험
"그래서 한 주에 2번 정도 모여서 설계에 대해 얘기해보자고 했습니다. 그렇게 팀 프로젝트를 10점 만점에 9점을 받았고 다른 조보다 한 주 더 빨리 끝낼 수 있었습니다.",성공경험
"이렇게 수정하니 캐비테이션이 발생하지 않았고 과제를 성공적으로 마무리 했습니다.",성공경험
"이런 모습을 보고 팀원들도 점차 적극적으로 공모전에 참여하였고, 서로 도와가며 공동의 목표를 달성하기 위해 노력하였습니다.",성공경험
"저는 약 3주간 팀 프로젝트를 진행하며 '심리테스트를 기반으로 한 물품 추천 쇼핑몰'을 기획 및 제작하였으며, 웹페이지의 완성도가 높다는 코멘트를 받은 경험이 있습니다.",성공경험
"이렇게 3주간의 짧은 프로젝트를 마치고 프로젝트를 발표하면서 저희 팀은 완성도가 매우 높다는 코멘트를 받으며 무사히 프로젝트를 완료할 수 있었습니다.",성공경험
"VOC와 FAQ의 내용을 한눈에 확인할 수 있는 태그값을 부여하는 프로젝트를 주도적으로 진행하여 프로젝트를 무사히 완수한 경험이 있습니다.",성공경험
"이렇게 프로젝트를 마친 후, VOC들을 효율적으로 관리할 수 있게 된 것뿐만 아니라 FAQ 주제 선정 및 콘텐츠 효율화 측정에 4시간이 소요되던 업무를 1시간 만에 완료할 수 있게 되었습니다.",성공경험
"이를 통해 두 달 후, 저는 OOO이 주최하고 OOO가 후원한 OOO 공모전에서 수상을 할 수 있게 됐으며, 타 공모전에서도 전체적인 발전을 이뤄낼 수 있었습니다.",성공경험
"그 결과, 친구의 수학 점수가 전 시험에 비해 25점 이상 향상했습니다. 저 또한 100점이라는 만족스러운 결과를 성취해냈습니다.",성공경험
"또한 사회적 기업을 널리 알리기 위한 홍보 캠페인을 기획하여 홍보를 위한 특설 매장을 만들어 하루 동안 운영하기도 했습니다. 특설 매장 앞을 지나다니시는 분들을 대상으로 하여 사회적 기업이 무엇인지에 대해 설명해드리고, 관련된 문제를 만들어 퀴즈를 내고 정답을 맞히시는 분들께는 이 기업과 협업하여 판매하는 공정 무역 제품을 증정해드리는 이벤트를 진행했습니다.",성공경험
"마지막 날 어려움을 함께 고민했던 환자로부터 공감에 대한 고마움을 전달받게 되었고, 같은 진단명 속에 다른 아픔을 갖고 있는 환자의 마음을 함께 느끼고 배울 수 있었습니다.",성공경험
"이후 함께 공부를 하며 ‘10점 프로젝트’라는 공동목표를 갖고 함께 협동하여 공부한 결과, ‘평균20점 향상’의 성과를 이끌어 낼 수 있었습니다.",성공경험
"저는 발명창작동아리에서 1년간 회장직을 맡았습니다.",성공경험
"운영진들은 효과적인 Tool의 사용법을 교육하기 위해 CATIA, Arduino 등의 프로그램을 기획하였습니다.",성공경험
"또한 동아리 자체 경진대회를 열고 발표를 진행해 동아리원들의 자신감과 역량을 끌어올릴 수 있었습니다.",성공경험
"10명이었던 동아리는 60명의 친구들이 유대감을 느끼고, 서로에게 시너지를 만들 수 있는 동아리가 될 수 있었습니다.",성공경험
"그 결과 누락된 업무를 상호보완 할 수 있었고, DL3A, MQ4a 개발을 책임감 있게 안정화할 수 있었습니다.",성공경험
"인턴이었지만 책임감과 끈기를 가지고 6주만에 모든 BOM을 완성하여 점검하는 성과를 만들었고, 주변 부서분들의 독려와 성과장려금을 받을 수 있었습니다.",성공경험
"나아가 ICT 스마트 섬유 공모전에서는 대상까지 수상하는 등 총 6회 수상할 수 있었습니다.",성공경험
"그렇게 선정된 임시 철형 방안은 다행히 일정 내에 품질의 안정화를 가져올 수 있었고 비용 또한 절감할 수 있었습니다.",성공경험
"통합실습을 수행하면서 이러한 가치를 깨달았습니다.",성공경험
"실습이 진행되는 도중 격리로 인한 몇몇 팀원들의 부재로 토론하며 연습하는 시간을 가지는 것이 힘들었습니다.",성공경험
"이에 서로가 조사한 내용을 공부해 다양한 관점에서 시나리오를 구상하는 시간을 가지게 되었고 시나리오 완성도에 큰 도움이 되는 발판이 되었습니다.",성공경험
"그 결과, 시나리오 발표 때 상황에 사용한 약물, 중재와 역할 분배가 적절하다는 평을 받으며 1위를 했습니다.",성공경험
"심전도 모니터 적용 술기를 성공적으로 수행했으며, 그 중 '조기심실수축'이 있다는 것을 파악해 이상이 있음을 느꼈고 간호사 선생님께 말씀드려 원활하게 환자를 대처할 수 있었습니다.",성공경험
"인공지능 기술을 기반으로 한 스타트업에서 기술 개발 팀장으로 재직한 경험이 있습니다.",성공경험
"프로젝트 관리부터 직접 개발했던 주 프로젝트는 컴퓨터 비전 기술을 활용한 탈모 측정 시스템 개발과 강화학습 기반의 모션 캡처 시스템입니다.",성공경험
"Semantic Segmentation을 활용한 모낭 위치 및 개수를 검출해주는 시스템 및 안드로이드 앱 개발(2019)",성공경험
"NAVER AI 해커톤 AI Vision 결선 참가 (2019)",성공경험
"Konyang Health Datathon 악성 종양 판단 (유방암 부문) 참가 (2019)",성공경험
"KB금융 금융 문자 분석 데이콘 대회 결선 진출 (예선 13/694팀, 결선 15/20팀) (2020)",성공경험
"Google assistant를 활용한 냉장고 내부 음식 기반의 레시피 추천 챗봇 개발, 졸업작품 우수상 수상(2018)",성공경험
"웹캠을 통해 촬영한 상반신 움직임을 물리 에이전트가 재현할 수 있도록 PPO 알고리즘의 Policy, Reward 수립 및 Unity에서 구현(2018)",성공경험
"Naver AI burning day 예선 참가(2020)",성공경험
"응용유체역학 수업에서 혈관 모델링과 머신러닝으로 심혈관질환 예측을 해보았습니다.",성공경험
"두 번의 방학동안 산업체에서 인턴십을 진행했습니다.",성공경험
"한샘 인턴시절에는 품질검사 자동화 업체 I사의 기술영업담당과 메일을 나누며 팀에 기술고문 및 파일럿 테스트를 진행했으며, 공모전에서는 앱 개발이라는 새로운 분야에서 팀장으로서 팀원들을 중재를 했습니다.",성공경험
"비록 초반에는 처음 겪어보는 학습 내용과 과정상에 어려움을 겪었지만, 금세 두려움을 잊고 노력하여 성공적으로 대학 과정을 마칠 수 있었습니다.",성공경험
"매일 발생하는 다수의 거래를 빠짐없이 기록하기는 쉽지 않았습니다. 그로 인해 최선을 다해 장부를 관리하였고, 수차례 재고하면서 틀린 부분을 바로 잡음으로써, 학생회를 진행했던 1년 동안 단 한 번의 지적 사항 없이 마무리할 수 있었습니다.",성공경험
"2년만에 중국 학생들을 제치고 반 1등을 하였습니다.",성공경험
"최종적으로 지원 대상 기업으로 선정되어 5000만원 상당의 법인 설립 자금을 유치 받을 수 있었습니다.",성공경험
"그 결과 해당 팀원은 점점 더 열심히 팀 프로젝트에 참여하기 시작했고, 다른 팀원들이 어렵게 느껴서 맡기 꺼려했던 한자가 많은 논문 내용도 주도적으로 요약해오는 등 자신만이 할 수 있는 일에 집중하기 시작했습니다.",성공경험
"저에게 전시회를 관람하는 것은 화가이신 아버지 덕분에 자연스러운 일상이었습니다.",성공경험
"대학시절 친구와 귀걸이 브랜드를 런칭한 경험이 가장 큰 예입니다.",성공경험
"네이버 스토어 등판매 채널을 늘린 후, 유니섹스 타깃의 세컨 브랜드 ‘마이너(Mine.r)’를 런칭, ‘보석을 캐는 광부’와 ‘Minor’라는 의미를 동시에 함축하였습니다.",성공경험
"롯데칠성에 입사 후 B2B 영업을 담당하며 전국의 KFC 143개의 매장에 맥주와 치킨을 결합한 ‘비어컵’ 상품을 입점하여 120%의 매출을 달성한 경험이 있습니다.",성공경험
"제안서를 밤새 만들어 담당 MD, 마케팅팀, 상품기획팀까지 설득한 뒤 디자인팀과도 협력하여 결과물을 만들어냈습니다.",성공경험
"오픈 첫 달에 200%의 매출 수익 증대를 이뤄냈고, 단독 이벤트 패키지는 완판을 이루어내는 쾌거를 만들어 내기도 했습니다.",성공경험
"홈파티 용품인 풍선, 스티커, 굿즈, 스파클링 와인잔 등으로 구성한 발렌타인 시즌 레돔 패키지는 전 분기 대비 매출이 3.5배 성장하였으며, 서울스카이 티켓을 증정하는 ‘진짜 서울의 밤을 느끼자’ 프로모션으로 전월비 매출 약 3배 상승효과를 누렸습니다.",성공경험
"저는 00연구원에서 리서치 인턴 근무 당시 중국 1선 도시 베이징과 신新1선 도시 충칭의 신재생에너지 정책과 시장변화를 비교분석하여 측정팀의 연구주제 선정에 기여했던 경험이 있습니다.",성공경험
"중소기업 해외영업부 인턴 당시 외국어 역량을 바탕으로 카달로그를 작성하여 해외 바이어에게 보내고 선적서류 작성업무를 보조했던 경험이 있습니다.",성공경험
"유통업 근무 당시 고객 관점에서 업무를 수행하였고, 이를 구현하기 위해 발로 뛰며 점장님의 마음을 얻은 결과 매출 상승을 가져올 수 있었습니다.",성공경험
"손을 놓고 있기보다는 뭐라도 하고 싶었습니다. 그래서 발로 뛰며 5개의 지점을 방문했고, 3개 지점에서 시행 중인 양말샘플존을 참고하여 작게 매대를 구성한 아이디어를 말씀드렸습니다. 감이 오지 않는다는 점장님의 말에 솔선수범하여 매대를 설치했고, 그 결과 2달 만에 기존 재고를 판매할 수 있었습니다.",성공경험
"그 결과 80통의 문의전화를 8통으로 줄이며, 업무 효율을 높일 수 있었습니다.",성공경험
"서비스를 오픈할 당시, 이미 많은 디자인 서비스가 있었고 당시 학생이었던 저는 경쟁력이 부족해 보였습니다.",성공경험
"또한, 대부분 서비스가 수정 횟수에 제한을 두고 있다는 점을 발견하여 ‘수정 및 AS 무료’를 메인에 내걸었습니다.",성공경험
"더해 새벽까지 작업하는 어려운 일정이었지만 결과적으로 기한 내 과제와 디자인 작업을 모두 끝낼 수 있었습니다.",성공경험
"저를 믿어준 고객에게 최선의 퀄리티로 보답하고자 학업과 병행하며 틈틈이 작업하여, 당시 가장 높은 전문가 등급인 ‘pro’ 배지를 받았습니다.",성공경험
"그 결과 해당 제품은 판매 1위 상품이 되었습니다.",성공경험
"그 결과, 2015년 소비자 불만 해결률 98.1%를 달성하며 1700만 명의 글로벌 고객을 확보할 만큼 세계의 사랑을 받는 아모레퍼시픽과 함께 성장하고 싶습니다.",성공경험
"캐나다의 초등학교 웅변대회에서 3등을 수상했던 적이 있습니다.",성공경험
"저의 노력을 어필한 것은 물론이고 대본 숙지의 완벽함과 당당함을 보였기 때문에 3등으로 수상할 수 있었습니다.",성공경험
"영어가 모국어가 아님에도 불구하고 영어에 대한 당당함을 보였던 사례라고 교장선생님에게 상을 받으며 칭찬을 얻었습니다.",성공경험
"학교 독서 소모임 활동에 참여하여 50권 이상의 책을 읽었던 적이 있습니다.",성공경험
"벨기에 학생들은 금방 연수에 적응할 수 있었고 순탄한 첫 해외 출장 경험 덕분에 이후 해외출장도 담당하여 다녀오게 되었습니다.",성공경험
"2015년에 대학교 내 외국인 학생의 친구가 되어 문화와 언어를 교환하는 글로벌 버디 프로그램에 참여한 적이 있습니다.",성공경험
"프로그램 참여로 한국어가 서툴고 친구가 없어서 학교 밖을 나가지 않는 외국인 학생의 고충을 알게 되었습니다.",성공경험
"프로그램 일정대로 이행하되 시험 기간에 같이 공부하고 시간이 허용될 때는 맛집 관광하면서 책임감 있는 형이 될 수 있도록 노력하였습니다.",성공경험
"그 결과 프로그램이 끝날 때쯤에는 중국어를 사용하지 않아도 한국어로 대화할 수 있게 되었습니다.",성공경험
"연구 개발 세금 환급 컨설팅 회사에서 인턴으로 근무한 당시에 프로젝트 매니저가 신속하고 효과적인 분석을 할 수 있도록 클라이언트별로 요약 정리하여 설명하였습니다.",성공경험
"이 계기로 신뢰를 얻게 되면서 이전보다 넓은 업무를 담당할 수 있었습니다.",성공경험
"매니저님이 담당하던 일부를 인수·인계받고 데이터 전처리인 데이터 Verification과 Data Clean Up을 진행하게 되면서 사람은 더 넓은 무대를 위한 도전이 성장의 발판이 될 수 있다는 것을 배웠습니다.",성공경험
"꾸준히 공모전에 참여하며 타깃이 되는 시장과 고객 특성을 분석해 디지털 서비스를 기획하고 세 번의 상을 받은 경험이 있습니다.",성공경험
"8,000여 개의 데이터를 수집할 때 광고임을 명시한 이미지에서 Tesseract OCR로 텍스트를 추출해야 했습니다.",성공경험
"3일간 오류를 해결하는데 매달렸고 그 결과 xPath가 아닌 full xPath를 가져와야 함을 발견했습니다.",성공경험
"모델의 튜닝까지 마주하는 문제를 전부 해결하려 노력했고, 97% 정확도의 모델을 구축해 금상을 받을 수 있었습니다.",성공경험
"요청사항을 적극적으로 반영한 고객관리와 지속적인 품질 보전으로 연속사업 수주에 이바지",성공경험
"교육생으로부터 운영진의 배려와 존중으로 불편함 없이 교육을 이수할 수 있었다는 피드백을 받음",성공경험
"교육 만족도 점수 5점 만점 중 4.58점 기록",성공경험
"논리성, 창의성, 완성도에서 좋은 평가를 받아 '최우수상' 수상",성공경험
"그렇게 저희 팀은 우승이라는 성과를 낼 수 있었습니다.",성공경험
"회의 결과 상대 학교는 저희가 처음 제안한 합의안에 동의해줬습니다.",성공경험
"덧붙여 합숙 후반부에는 저희가 원했던 실전적인 훈련을 시행할 것까지 추가로 약속했습니다.",성공경험
"연합 합숙은 무사히 진행될 수 있었고, 좋은 분위기 속에서 합숙을 마칠 수 있었습니다.",성공경험
"고객은 고마워하셨고, 사용법을 익힌 후 프로그램을 계속 사용했습니다.",성공경험
"프로젝트 과정 중 다양한 음식 이미지를 캐치하기 위해 능동적 학습모델 선택 프로세스를 적용했습니다.",성공경험
"그 결과, 25번의 적은 학습 횟수 대비 100가지 음식을 96%의 정확도로 구분해내는 등 학습 효율성을 극대화했습니다.",성공경험
"그 결과, 학부생들과 교수님의 질의응답에 성심성의껏 답변할 수 있었고 A+학점이라는 성과를 얻을 수 있었습니다.",성공경험
"그 결과 5개월 만에 정보보안기사 자격증 동회차 취득이라는 제가 이루고자 한 목표에 다다를 수 있었습니다.",성공경험
"그래서 ＇내가 좀 더 고생하고 말지＇라고 생각하며 불참하는 동료 대신 당직 근무에 투입하였습니다.",성공경험
"그 결과, 처음엔 친구가 망설였으나 이윽고 ＇다시 생각해보니 지금 높은 성적을 받아도 나중에 더 중요한 상황이 올 때 대처하지 못한다면 후회할 거 같아. 결과물은 그대로 내고 대신 우리가 어떤 점이 부족했는지 분석해보자＇라고 말하며 제 의견에 수긍하였습니다.",성공경험
"20대 초반 90 kg까지 체중이 증가하였고, 헬스를 통해 약 28 kg을 감량한 경험이 있습니다.",성공경험
"1년동안 실천하여 결국 원하는 몸무게를 달성할 수 있었습니다.",성공경험
"대학원 과정 중 졸업준비와 병행하며 약 6개월 동안 200편 가까이의 논문들을 찾고, 분석하여 리뷰논문을 작성한 경험이 있습니다.",성공경험
"그리고 6개월 동안 꾸준히 실천하여 최종적으로 molybdenum의 electrocatalytic small molecule conversion에 대한 리뷰논문과 석사학위 졸업논문을 무사히 작성할 수 있었습니다.",성공경험
"저는 신입생들이 겪을 시행착오를 줄였으면 하는 바람에 블로그를 통하여 유학 생활 팁을 올리고 있습니다.",성공경험
"제가 쓴 글은 네이버 메인에 5번 오르고 네이버 차이나랩, 샤먼 항공 공모전에서 우수상을 받으며 콘텐츠 제작능력을 인정받았습니다.",성공경험
"저는 상해 한국 유학생 연합회에서 활동하며 1년 동안 약 20개의 행사를 주최하였습니다.",성공경험
"전계와 자계의 유사점과 차이점 등을 분석 및 학습하는 것은 제가 공학도로서 본격적인 흥미를 갖게된 계기가 되었습니다.",성공경험
"작성한 표를 바탕으로 프로젝트는 일사천리로 진행되었고, 결과적으로 좋은 결과물을 시연하여 A+라는 좋은 성적을 받을 수 있었습니다.",성공경험
"이 두 과목에서 배운 것들을 연계하여 적용한 결과 각각 A와 A+의 좋은 성적을 받을 수 있었습니다.",성공경험
"2019년에 6개월간 수행한 S/W 마에스트로 10기 '정보 취약계층을 위한 복지 추천 및 챗봇 서비스' 프로젝트에서 사용자의 편의성을 높이기 위해 다양한 노력을 하였습니다.",성공경험
"그 결과 설문조사를 통한 이용자들의 좋은 반응을 이끌어 낼 수 있었습니다.",성공경험
"저는 발렌타인 시즌 전 1월 중순에 다이소 ERP를 통해 제가 일하고 있는 매장의 발렌타인데이 시즌 매출을 엑셀 형태의 파일로 추출했습니다.",성공경험
"데이터에 따라 다른 매장보다 먼저 발주를 해서 이번 발렌타인데이 시즌 매출이 작년에 비해 15% 이상 상승하였습니다.",성공경험
"이를 통해 느낀 점은 이제는 단순히 과거와 같이 경험 및 감에 의존한 상품 발주가 아니라 데이터 분석에 의한 매장 관리 및 상품 발주가 이루어져야 한다고 생각합니다.",성공경험
"시간이 지날수록 일에 대한 숙련도도 생겨 정확하고 신속한 일처리가 가능해져 동료와 매니저들로부터 신뢰를 받을 수 있었습니다.",성공경험
"재학시절 공모전에 참가해 팀장으로서 팀원들의 장점을 발견하고 이전과는 다른 방식으로 진행하여 좋은 성과를 낸 경험이 있습니다.",성공경험
"우선 솔선수범하여 며칠 밤을 새워 관련 자료를 찾았습니다.",성공경험
"팀원들과 새로운 방식에 도전하여 더욱 방대하고 정확한 자료수집을 통해 보고서의 질을 높일 수 있었습니다.",성공경험
"이렇게 포기하지 않고 팀원들과 함께 노력한 결과, 저희 팀은 성공적으로 보고서를 완성할 수 있었고, 공모전에서 우수상을 받는 성과를 이룰 수 있었습니다.",성공경험
"아동·청소년 성폭력 피해자를 위한 행사를 기획했던 적이 있습니다.",성공경험
"크라우드 펀딩을 통해 약 700만원의 피해자 지원 프로그램 개발을 위한 기부금을 모금했습니다.",성공경험
"또한, 서울특별시여성가족재단, 여성가정정책실의 후원 하에 서울시청 앞에서 행사를 성공적으로 주최하여 성폭력 피해자에 대한 시민의 관심을 촉구했습니다.",성공경험
"지식과 감각을 활용하여 뮤지컬 <수상한 그녀>의 가상 마케팅을 진행하였습니다.",성공경험
"또한, 원작영화 <수상한 그녀>가 아시아 각국에서 리메이크 되고 흥행을 이끌었다는 점에 주목하여 라이선스 수출 전략을 수립하였습니다.",성공경험
"그 결과, 공단 직원들로부터 상당히 긍정적인 피드백을 받게 되었고, 앞으로 진행하게 될 사업에 반영 시, 고려해보겠다는 의견을 받을 수 있었습니다.",성공경험
"결과적으로는 그들이 원하는 메시지를 전달해주는 역할을 성공적으로 맡게 되었습니다.",성공경험
"그 결과, 완벽한 분업과 협력을 통해 참석한 전체 팀 중 1등이라는 영광을 얻을 수 있었고, 기업 대표님으로부터도 기획력을 인정받게 되었습니다.",성공경험
"결국, 학과 총회에서 실수를 밝히고, 공개적인 사과를 진행하였습니다. 그 결과, 사무부에서는 이후부터 꼼꼼하게 일 처리를 진행하였고, 학우들로부터도 신뢰받는 학생회가 될 수 있었습니다.",성공경험
"이러한 활동을 진행한 결과, 공단 직원들로부터 긍정적인 피드백을 받을 수 있었고, 실제 사업에도 팀에서 제시한 아이디어가 적용될 수 있다는 답변을 얻게 되었습니다.",성공경험
"뉴욕에서 ‘한·미 경찰 공권력’에 대한 프로젝트를 진행했습니다.",성공경험
"주도적인 계획 조정을 통해 43명의 인터뷰와 200장이 넘는 설문지로 목표하던 우수상을 받았습니다.",성공경험
"3년이 넘는 세일즈 아르바이트 경험을 통해 20~70대의 다양한 고객들과 소통했습니다.",성공경험
"‘우수 CS 직원’이 될 수 있었습니다.",성공경험
"교내 프로그램을 통해 ‘한∙미 경찰 공권력 차이’ 해외 프로젝트를 팀장으로서 뉴욕에서 진행했었습니다.",성공경험
"지역 경찰서와 공원에서 진행한 거리 설문조사는 성공적이었습니다.",성공경험
"43개의 현장 인터뷰와 200장이 넘는 설문지를 완성할 수 있었습니다.",성공경험
"덕분에 결과물 발표회에서 우수상을 받을 수 있었습니다.",성공경험
"동아리 회장으로서 처음 마주한 동아리의 상태는 심각했습니다.",성공경험
"동아리 내실을 키울 수 있는 활동을 계획·실행할 수 있었습니다.",성공경험
"‘최우수 동아리 선정 축하합니다!’ 총동아리연합회에서 받았던 문자메시지입니다.",성공경험
"대학 시절 학과 신입생 O.T를 주관하게 되었습니다.",성공경험
"이러한 결정을 통해서 O.T 예상금액과 추후 행사마다 할인을 받아 한 해 예산을 줄이게 되었으며 학우들의 만족도 또한 높았습니다.",성공경험
"처음에는 많은 인원이 참석하지 않았으나 야구장의 즐거움은 신입생들 사이에 퍼지기 시작했고, 야구장 가는 일은 동아리에서 최고의 모임으로 자리 잡아 정기적인 모임으로 발전할 수 있게 되었으며 원만하지 못한 관계도 회복할 수 있었습니다.",성공경험
"이후 음식물을 쏟는 횟수는 줄어들었고, 추가적인 설문조사를 통해 고객분들의 만족도가 향상되었습니다.",성공경험
"저는 집요함을 바탕으로 포기하지 않는 자세를 길러왔습니다.",성공경험
"하지만, 군생활 중 감시장비운용병으로 근무하며 집요하게 끝까지 적을 추적하여 포상휴가를 받아 성취감을 얻은 경험이 있습니다.",성공경험
"프로젝트를 작성한 바 차트에 맞춰 수행하면서 체계적으로 프로젝트를 진행해나갔고, 결과적으로 마감기한 안에 요구한 결과물을 제작하여 시연할 수 있었고, A+라는 좋은 성적을 받을 수 있었습니다.",성공경험
"저희 팀은 성공적으로 프로그램을 완성하여 이를 시연하였고, A+라는 좋은 성적도 얻을 수 있었습니다.",성공경험
"본인은 국내 계통을 안정적으로 운영하여 전력계통을 유지할 수 있도록 하는 방법을 연구해 왔었습니다.",성공경험
"본인의 역할은 크게 2가지로, 국내/외 SSTI(Sub-synchronous Torsional Interaction, 차동기 축 공진현상) 에 대한 보고서 작성과 SSTI 영향성을 평가하는 안정도 판별 프로그램을 제작하였습니다.",성공경험
"최종적으로 사례조사 내용 및 발전기의 기계적 댐핑, 전기적 댐핑 비교를 통한 SSTI 영향성 분석 방법을 보고서로 작성하였습니다.",성공경험
"본인은 그리드 포밍 컨버터(Grid-Forming Converter)가 계통 안정도에 미치는 영향에 대해 PSCAD 프로그램을 통해 시뮬레이션을 수행하였고, 그 결과를 짧은 페이퍼 및 PPT로 정리하여 국내 추계학술대회에서 구두발표를 하였습니다.",성공경험
"군시절 저는 인사, 행정 관련된 일을 하였습니다.",성공경험
"이렇게 저 스스로가 일을 잘하는 모습을 보고 기분이 좋았고, 더 열심히 하자라는 생각과 심지어 재미없던 일도 재밌게 할 수 있었습니다.",성공경험
"한번 성취감을 느끼고 나니 그 기분을 즐기기 위하여 맡게 되는 일이 있으면 능동적으로 일하게 되었습니다.",성공경험
"1년간 환경부 블로그 기자단을 할 당시 발대식 때 부단장을 뽑는 시간이 있었습니다.",성공경험
"처음에는 기사 작성법도 모르고, 환경법에 대하여 지식도 거의 없던 제가 점점 환경부 블로그에 올리는 글도 많아졌고 결국 수료 시에 우수 기자단이 될 수 있었습니다.",성공경험
"작년 00지역아동센터에서 사회복지 실습을 수행하던 중 가정형편이 다소 불우한 아동의 할머니께서 보호자 면담 일정에 맞춰 해당 센터를 내방 하신적이 있는데, 당시 아동의 학습지도 담당이 저였기 때문에 할머니와 생활 전반의 여러 가지 상담을 하던 중 집이 노후되어 물이 센다는 등 거주지 환경에 대한 얘기를 듣게 되었고, 평소 대학 전공 상 각종 정책의 인지 범위가 넓었던 저는 LH공사의 주거급여 사업에 대하여 대략적인 지식이 있었던바 관련 내용을 할머니께 조심스레 설명드리게 되었는데, 추후 그 아동의 가정이 주택개보수의 대상이 되었다는 소식을 듣게 되어 내심 뿌듯했던 기억이 있습니다.",성공경험
"저는 00지역아동센터에서 아동들의 학습지도 및 귀가지도 업무를 수행한 경험이 있고, 활동 보고서와 사회복지 실습생 최종 보고서를 제출하여 대학에서 좋은 평가를 받아서 A+성적을 수여 받은 적이 있습니다.",성공경험
"그리고 현재 정부의 공무직으로서 규정과 지침에 따라 00지원금 서류 심사원 업무를 수행중에 있는데, 총 190만건 1인당 하루 150건에 달하는 신청서류 검토와 결제 처리를 진행하면서, 시급한 상황에서 능률성과 목표달성도 두 마리의 토끼를 잡는 역량을 익히며 하루 목표치를 계속하여 갱신하는 등 좋은 성과를 내고 있습니다.",성공경험
"여러 패션 기업의 경영전략 공모전에 꾸준히 참여해왔습니다.",성공경험
"트렌드 분석뿐만 아니라 직접 설문조사와 FGI를 통해 소비자의 의견도 수집함으로써 패션 산업 전반에 대해 더욱 깊이 있는 시각을 가질 수 있었습니다.",성공경험
"고객들과 소통할 수 있는 기회가 많아졌습니다.",성공경험
"고객의 성별이나 연령별 선호도를 분석할 수 있었고, 자신감이 더해져 고객 맞춤 응대를 더 잘할 수 있어서 일 자체에 재미가 붙었습니다.",성공경험
"코오롱 FnC와의 산학협력은 실제 패션 기업의 문제 상황에서 신규 브랜드를 기획하여 그에 맞는 마케팅 전략 도출까지 해볼 수 있었던 좋은 기회였습니다.",성공경험
"과 내 건축작품전시회에서 2등의 성과를 낸 적이 있습니다.",성공경험
